"RT","img_1","img_2","isSameProffesion","img1proffesion","img2proffesion","img1Gender","img2Gender","keyPressed","normlised_keyPress","age","gender","handedness","participant","isFamiliar_img1","isFamiliar_img2","vividness_img1","vividness_img2","reject_trial","condition","pair"
NA,"E_F_galit_gutman.png","E_F_ilanit.png",NA,NA,NA,NA,NA,"0.25214958190918",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"SGPT","E_F_galit_gutman.png E_F_ilanit.png"
NA,"E_F_galit_gutman.png","E_F_ninet.png",NA,NA,NA,NA,NA,"0.436342418193817",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"SGPT","E_F_galit_gutman.png E_F_ninet.png"
NA,"E_F_galit_gutman.png","E_F_rotem_sela.png",NA,NA,NA,NA,NA,"0.414897322654724",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"SGPT","E_F_galit_gutman.png E_F_rotem_sela.png"
NA,"E_F_galit_gutman.png","E_F_shiri.png",NA,NA,NA,NA,NA,"0.377623558044434",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"SGPT","E_F_galit_gutman.png E_F_shiri.png"
NA,"E_F_galit_gutman.png","E_M_asi.png",NA,NA,NA,NA,NA,"0.317276000976562",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"SGPT","E_F_galit_gutman.png E_M_asi.png"
NA,"E_F_galit_gutman.png","E_M_danker.png",NA,NA,NA,NA,NA,"0.415697872638702",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"SGPT","E_F_galit_gutman.png E_M_danker.png"
NA,"E_F_galit_gutman.png","E_M_ido.png",NA,NA,NA,NA,NA,"0.418968141078949",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"SGPT","E_F_galit_gutman.png E_M_ido.png"
NA,"E_F_galit_gutman.png","E_M_liorA.png",NA,NA,NA,NA,NA,"0.493536770343781",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"SGPT","E_F_galit_gutman.png E_M_liorA.png"
NA,"E_F_galit_gutman.png","E_M_yuda.png",NA,NA,NA,NA,NA,"0.351787507534027",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"SGPT","E_F_galit_gutman.png E_M_yuda.png"
NA,"E_F_galit_gutman.png","P_F_michaeli.png",NA,NA,NA,NA,NA,"0.471367597579956",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"SGPT","E_F_galit_gutman.png P_F_michaeli.png"
