"RT","img_1","img_2","isSameProffesion","img1proffesion","img2proffesion","img1Gender","img2Gender","keyPressed","participant","time","normlised_keyPress","age","gender","handedness","isFamiliar_img1","isFamiliar_img2","vividness_img1","vividness_img2","reject_trial","pair"
7563,"E_M_robert_de_niro.jpg","P_M_david_cameron.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","M","6","559e16a2fdf99b4f0b984e34","11/29/2021, 17:32:33",0.482811178349782,"30","Female","right",0,1,0,0,TRUE,"E_M_robert_de_niro.jpg P_M_david_cameron.jpg"
2588,"P_F_PRITI_PATEL.jpg","P_M_george_Wbush.jpg","TRUE","pictures/stimuli/P","pictures/stimuli/P","F","M","6","559e16a2fdf99b4f0b984e34","11/29/2021, 17:32:33",0.482811178349782,"30","Female","right",0,1,0,0,TRUE,"P_F_PRITI_PATEL.jpg P_M_george_Wbush.jpg"
2565,"E_M_anthony_hopkins.jpg","P_F_tehresy_may.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","F","6","559e16a2fdf99b4f0b984e34","11/29/2021, 17:32:33",0.482811178349782,"30","Female","right",0,1,0,0,TRUE,"E_M_anthony_hopkins.jpg P_F_tehresy_may.jpg"
2013,"E_F_angelina_jolie.jpg","E_F_jennifer_aniston.jpg","TRUE","pictures/stimuli/E","pictures/stimuli/E","F","F","6","559e16a2fdf99b4f0b984e34","11/29/2021, 17:32:33",0.482811178349782,"30","Female","right",1,1,0,0,TRUE,"E_F_angelina_jolie.jpg E_F_jennifer_aniston.jpg"
2459,"E_M_Hugh_Grant.jpg","E_M_tom_hankes.jpg","TRUE","pictures/stimuli/E","pictures/stimuli/E","M","M","6","559e16a2fdf99b4f0b984e34","11/29/2021, 17:32:33",0.482811178349782,"30","Female","right",0,0,0,0,TRUE,"E_M_Hugh_Grant.jpg E_M_tom_hankes.jpg"
2056,"E_F_sandra_bullock.jpg","P_F_tehresy_may.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","F","6","559e16a2fdf99b4f0b984e34","11/29/2021, 17:32:33",0.482811178349782,"30","Female","right",0,1,0,0,TRUE,"E_F_sandra_bullock.jpg P_F_tehresy_may.jpg"
2374,"E_F_keira_knightley.jpg","E_M_michael_caine.jpg","TRUE","pictures/stimuli/E","pictures/stimuli/E","F","M","6","559e16a2fdf99b4f0b984e34","11/29/2021, 17:32:33",0.482811178349782,"30","Female","right",0,0,0,0,TRUE,"E_F_keira_knightley.jpg E_M_michael_caine.jpg"
1893,"E_M_Hugh_Grant.jpg","P_M_donald_trump.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","M","6","559e16a2fdf99b4f0b984e34","11/29/2021, 17:32:33",0.482811178349782,"30","Female","right",0,1,0,0,TRUE,"E_M_Hugh_Grant.jpg P_M_donald_trump.jpg"
1917,"E_F_sandra_bullock.jpg","P_F_esther_mcvey.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","F","6","559e16a2fdf99b4f0b984e34","11/29/2021, 17:32:33",0.482811178349782,"30","Female","right",0,0,0,0,TRUE,"E_F_sandra_bullock.jpg P_F_esther_mcvey.jpg"
4412,"P_F_hillary_clinton.jpg","P_F_nicola_sturgeon.jpg","TRUE","pictures/stimuli/P","pictures/stimuli/P","F","F","4","559e16a2fdf99b4f0b984e34","11/29/2021, 17:32:33",-0.81937664707494,"30","Female","right",0,0,0,0,TRUE,"P_F_hillary_clinton.jpg P_F_nicola_sturgeon.jpg"
3365,"E_M_tom_hankes.jpg","P_M_bill_clinton.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","M","6","559e16a2fdf99b4f0b984e34","11/29/2021, 17:32:33",0.482811178349782,"30","Female","right",0,0,0,0,TRUE,"E_M_tom_hankes.jpg P_M_bill_clinton.jpg"
2309,"P_F_angela_rayner.jpg","P_M_donald_trump.jpg","TRUE","pictures/stimuli/P","pictures/stimuli/P","F","M","6","559e16a2fdf99b4f0b984e34","11/29/2021, 17:32:33",0.482811178349782,"30","Female","right",0,1,0,0,TRUE,"P_F_angela_rayner.jpg P_M_donald_trump.jpg"
2017,"P_F_nicola_sturgeon.jpg","P_M_boris_johnson.jpg","TRUE","pictures/stimuli/P","pictures/stimuli/P","F","M","6","559e16a2fdf99b4f0b984e34","11/29/2021, 17:32:33",0.482811178349782,"30","Female","right",0,1,0,0,TRUE,"P_F_nicola_sturgeon.jpg P_M_boris_johnson.jpg"
2870,"P_F_tehresy_may.jpg","P_M_donald_trump.jpg","TRUE","pictures/stimuli/P","pictures/stimuli/P","F","M","6","559e16a2fdf99b4f0b984e34","11/29/2021, 17:32:33",0.482811178349782,"30","Female","right",1,1,0,0,TRUE,"P_F_tehresy_may.jpg P_M_donald_trump.jpg"
1902,"E_F_angelina_jolie.jpg","P_M_george_Wbush.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","M","6","559e16a2fdf99b4f0b984e34","11/29/2021, 17:32:33",0.482811178349782,"30","Female","right",1,1,0,0,TRUE,"E_F_angelina_jolie.jpg P_M_george_Wbush.jpg"
2957,"E_M_anthony_hopkins.jpg","E_M_Martin_Freeman.jpg","TRUE","pictures/stimuli/E","pictures/stimuli/E","M","M","6","559e16a2fdf99b4f0b984e34","11/29/2021, 17:32:33",0.482811178349782,"30","Female","right",0,0,0,0,TRUE,"E_M_anthony_hopkins.jpg E_M_Martin_Freeman.jpg"
3260,"P_F_esther_mcvey.jpg","P_M_george_Wbush.jpg","TRUE","pictures/stimuli/P","pictures/stimuli/P","F","M","4","559e16a2fdf99b4f0b984e34","11/29/2021, 17:32:33",-0.81937664707494,"30","Female","right",0,1,0,0,TRUE,"P_F_esther_mcvey.jpg P_M_george_Wbush.jpg"
3597,"E_M_anthony_hopkins.jpg","P_M_david_cameron.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","M","6","559e16a2fdf99b4f0b984e34","11/29/2021, 17:32:33",0.482811178349782,"30","Female","right",0,1,0,0,TRUE,"E_M_anthony_hopkins.jpg P_M_david_cameron.jpg"
2511,"E_M_liam_neeson.jpg","P_F_angela_rayner.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","F","6","559e16a2fdf99b4f0b984e34","11/29/2021, 17:32:33",0.482811178349782,"30","Female","right",0,0,0,0,TRUE,"E_M_liam_neeson.jpg P_F_angela_rayner.jpg"
2014,"E_M_michael_caine.jpg","E_M_robert_de_niro.jpg","TRUE","pictures/stimuli/E","pictures/stimuli/E","M","M","6","559e16a2fdf99b4f0b984e34","11/29/2021, 17:32:33",0.482811178349782,"30","Female","right",0,0,0,0,TRUE,"E_M_michael_caine.jpg E_M_robert_de_niro.jpg"
3272,"E_F_Kate_Winslet.jpg","P_F_angela_rayner.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","F","6","559e16a2fdf99b4f0b984e34","11/29/2021, 17:32:33",0.482811178349782,"30","Female","right",0,0,0,0,TRUE,"E_F_Kate_Winslet.jpg P_F_angela_rayner.jpg"
4565,"E_M_Martin_Freeman.jpg","P_M_david_cameron.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","M","6","559e16a2fdf99b4f0b984e34","11/29/2021, 17:32:33",0.482811178349782,"30","Female","right",0,1,0,0,TRUE,"E_M_Martin_Freeman.jpg P_M_david_cameron.jpg"
9626,"E_M_Hugh_Grant.jpg","E_M_Martin_Freeman.jpg","TRUE","pictures/stimuli/E","pictures/stimuli/E","M","M","6","559e16a2fdf99b4f0b984e34","11/29/2021, 17:32:33",0.482811178349782,"30","Female","right",0,0,0,0,TRUE,"E_M_Hugh_Grant.jpg E_M_Martin_Freeman.jpg"
2606,"E_M_nicolas_cage.jpg","P_F_PRITI_PATEL.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","F","6","559e16a2fdf99b4f0b984e34","11/29/2021, 17:32:33",0.482811178349782,"30","Female","right",1,0,0,0,TRUE,"E_M_nicolas_cage.jpg P_F_PRITI_PATEL.jpg"
5279,"E_M_robert_de_niro.jpg","P_M_boris_johnson.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","M","6","559e16a2fdf99b4f0b984e34","11/29/2021, 17:32:33",0.482811178349782,"30","Female","right",0,1,0,0,TRUE,"E_M_robert_de_niro.jpg P_M_boris_johnson.jpg"
2317,"E_F_sandra_bullock.jpg","E_M_anthony_hopkins.jpg","TRUE","pictures/stimuli/E","pictures/stimuli/E","F","M","6","559e16a2fdf99b4f0b984e34","11/29/2021, 17:32:33",0.482811178349782,"30","Female","right",0,0,0,0,TRUE,"E_F_sandra_bullock.jpg E_M_anthony_hopkins.jpg"
2038,"E_M_liam_neeson.jpg","P_F_esther_mcvey.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","F","6","559e16a2fdf99b4f0b984e34","11/29/2021, 17:32:33",0.482811178349782,"30","Female","right",0,0,0,0,TRUE,"E_M_liam_neeson.jpg P_F_esther_mcvey.jpg"
1358,"E_F_keira_knightley.jpg","P_F_nicola_sturgeon.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","F","6","559e16a2fdf99b4f0b984e34","11/29/2021, 17:32:33",0.482811178349782,"30","Female","right",0,0,0,0,TRUE,"E_F_keira_knightley.jpg P_F_nicola_sturgeon.jpg"
1381,"E_M_anthony_hopkins.jpg","P_M_Tony_Blair.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","M","6","559e16a2fdf99b4f0b984e34","11/29/2021, 17:32:33",0.482811178349782,"30","Female","right",0,1,0,0,TRUE,"E_M_anthony_hopkins.jpg P_M_Tony_Blair.jpg"
1002,"E_M_liam_neeson.jpg","P_M_george_Wbush.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","M","6","559e16a2fdf99b4f0b984e34","11/29/2021, 17:32:33",0.482811178349782,"30","Female","right",0,1,0,0,TRUE,"E_M_liam_neeson.jpg P_M_george_Wbush.jpg"
2454,"E_F_keira_knightley.jpg","P_M_donald_trump.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","M","6","559e16a2fdf99b4f0b984e34","11/29/2021, 17:32:33",0.482811178349782,"30","Female","right",0,1,0,0,TRUE,"E_F_keira_knightley.jpg P_M_donald_trump.jpg"
1846,"E_M_tom_hankes.jpg","P_M_george_Wbush.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","M","6","559e16a2fdf99b4f0b984e34","11/29/2021, 17:32:33",0.482811178349782,"30","Female","right",0,1,0,0,TRUE,"E_M_tom_hankes.jpg P_M_george_Wbush.jpg"
1237,"E_F_Kate_Winslet.jpg","P_M_donald_trump.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","M","6","559e16a2fdf99b4f0b984e34","11/29/2021, 17:32:33",0.482811178349782,"30","Female","right",0,1,0,0,TRUE,"E_F_Kate_Winslet.jpg P_M_donald_trump.jpg"
1332,"P_F_esther_mcvey.jpg","P_F_tehresy_may.jpg","TRUE","pictures/stimuli/P","pictures/stimuli/P","F","F","6","559e16a2fdf99b4f0b984e34","11/29/2021, 17:32:33",0.482811178349782,"30","Female","right",0,1,0,0,TRUE,"P_F_esther_mcvey.jpg P_F_tehresy_may.jpg"
4904,"P_F_esther_mcvey.jpg","P_F_PRITI_PATEL.jpg","TRUE","pictures/stimuli/P","pictures/stimuli/P","F","F","6","559e16a2fdf99b4f0b984e34","11/29/2021, 17:32:33",0.482811178349782,"30","Female","right",0,0,0,0,TRUE,"P_F_esther_mcvey.jpg P_F_PRITI_PATEL.jpg"
2598,"E_F_sandra_bullock.jpg","E_M_liam_neeson.jpg","TRUE","pictures/stimuli/E","pictures/stimuli/E","F","M","6","559e16a2fdf99b4f0b984e34","11/29/2021, 17:32:33",0.482811178349782,"30","Female","right",0,0,0,0,TRUE,"E_F_sandra_bullock.jpg E_M_liam_neeson.jpg"
1334,"P_M_bill_clinton.jpg","P_M_donald_trump.jpg","TRUE","pictures/stimuli/P","pictures/stimuli/P","M","M","6","559e16a2fdf99b4f0b984e34","11/29/2021, 17:32:33",0.482811178349782,"30","Female","right",0,1,0,0,TRUE,"P_M_bill_clinton.jpg P_M_donald_trump.jpg"
2866,"E_F_Judi_Dench.jpg","E_F_sandra_bullock.jpg","TRUE","pictures/stimuli/E","pictures/stimuli/E","F","F","6","559e16a2fdf99b4f0b984e34","11/29/2021, 17:32:33",0.482811178349782,"30","Female","right",0,0,0,0,TRUE,"E_F_Judi_Dench.jpg E_F_sandra_bullock.jpg"
1850,"E_M_michael_caine.jpg","P_F_angela_rayner.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","F","6","559e16a2fdf99b4f0b984e34","11/29/2021, 17:32:33",0.482811178349782,"30","Female","right",0,0,0,0,TRUE,"E_M_michael_caine.jpg P_F_angela_rayner.jpg"
1542,"E_F_Kate_Winslet.jpg","E_M_robert_de_niro.jpg","TRUE","pictures/stimuli/E","pictures/stimuli/E","F","M","6","559e16a2fdf99b4f0b984e34","11/29/2021, 17:32:33",0.482811178349782,"30","Female","right",0,0,0,0,TRUE,"E_F_Kate_Winslet.jpg E_M_robert_de_niro.jpg"
4509,"E_M_michael_caine.jpg","P_M_Tony_Blair.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","M","4","559e16a2fdf99b4f0b984e34","11/29/2021, 17:32:33",-0.81937664707494,"30","Female","right",0,1,0,0,TRUE,"E_M_michael_caine.jpg P_M_Tony_Blair.jpg"
2054,"E_M_michael_caine.jpg","E_M_nicolas_cage.jpg","TRUE","pictures/stimuli/E","pictures/stimuli/E","M","M","6","559e16a2fdf99b4f0b984e34","11/29/2021, 17:32:33",0.482811178349782,"30","Female","right",0,1,0,0,TRUE,"E_M_michael_caine.jpg E_M_nicolas_cage.jpg"
1422,"E_F_sandra_bullock.jpg","P_M_donald_trump.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","M","6","559e16a2fdf99b4f0b984e34","11/29/2021, 17:32:33",0.482811178349782,"30","Female","right",0,1,0,0,TRUE,"E_F_sandra_bullock.jpg P_M_donald_trump.jpg"
3526,"P_M_bill_clinton.jpg","P_M_george_Wbush.jpg","TRUE","pictures/stimuli/P","pictures/stimuli/P","M","M","6","559e16a2fdf99b4f0b984e34","11/29/2021, 17:32:33",0.482811178349782,"30","Female","right",0,1,0,0,TRUE,"P_M_bill_clinton.jpg P_M_george_Wbush.jpg"
1686,"E_M_Hugh_Grant.jpg","E_M_michael_caine.jpg","TRUE","pictures/stimuli/E","pictures/stimuli/E","M","M","6","559e16a2fdf99b4f0b984e34","11/29/2021, 17:32:33",0.482811178349782,"30","Female","right",0,0,0,0,TRUE,"E_M_Hugh_Grant.jpg E_M_michael_caine.jpg"
2872,"E_M_Martin_Freeman.jpg","E_M_robert_de_niro.jpg","TRUE","pictures/stimuli/E","pictures/stimuli/E","M","M","6","559e16a2fdf99b4f0b984e34","11/29/2021, 17:32:33",0.482811178349782,"30","Female","right",0,0,0,0,TRUE,"E_M_Martin_Freeman.jpg E_M_robert_de_niro.jpg"
2281,"P_F_nicola_sturgeon.jpg","P_M_george_Wbush.jpg","TRUE","pictures/stimuli/P","pictures/stimuli/P","F","M","6","559e16a2fdf99b4f0b984e34","11/29/2021, 17:32:33",0.482811178349782,"30","Female","right",0,1,0,0,TRUE,"P_F_nicola_sturgeon.jpg P_M_george_Wbush.jpg"
1801,"E_F_sandra_bullock.jpg","E_M_nicolas_cage.jpg","TRUE","pictures/stimuli/E","pictures/stimuli/E","F","M","6","559e16a2fdf99b4f0b984e34","11/29/2021, 17:32:33",0.482811178349782,"30","Female","right",0,1,0,0,TRUE,"E_F_sandra_bullock.jpg E_M_nicolas_cage.jpg"
4390,"P_M_donald_trump.jpg","P_M_Tony_Blair.jpg","TRUE","pictures/stimuli/P","pictures/stimuli/P","M","M","4","559e16a2fdf99b4f0b984e34","11/29/2021, 17:32:33",-0.81937664707494,"30","Female","right",1,1,0,0,TRUE,"P_M_donald_trump.jpg P_M_Tony_Blair.jpg"
1654,"E_M_nicolas_cage.jpg","P_F_esther_mcvey.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","F","6","559e16a2fdf99b4f0b984e34","11/29/2021, 17:32:33",0.482811178349782,"30","Female","right",1,0,0,0,TRUE,"E_M_nicolas_cage.jpg P_F_esther_mcvey.jpg"
3727,"E_M_tom_hankes.jpg","P_M_boris_johnson.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","M","6","559e16a2fdf99b4f0b984e34","11/29/2021, 17:32:33",0.482811178349782,"30","Female","right",0,1,0,0,TRUE,"E_M_tom_hankes.jpg P_M_boris_johnson.jpg"
2446,"P_F_hillary_clinton.jpg","P_F_PRITI_PATEL.jpg","TRUE","pictures/stimuli/P","pictures/stimuli/P","F","F","4","559e16a2fdf99b4f0b984e34","11/29/2021, 17:32:33",-0.81937664707494,"30","Female","right",0,0,0,0,TRUE,"P_F_hillary_clinton.jpg P_F_PRITI_PATEL.jpg"
1878,"E_M_nicolas_cage.jpg","P_M_boris_johnson.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","M","6","559e16a2fdf99b4f0b984e34","11/29/2021, 17:32:33",0.482811178349782,"30","Female","right",1,1,0,0,TRUE,"E_M_nicolas_cage.jpg P_M_boris_johnson.jpg"
1423,"E_M_michael_caine.jpg","P_M_george_Wbush.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","M","6","559e16a2fdf99b4f0b984e34","11/29/2021, 17:32:33",0.482811178349782,"30","Female","right",0,1,0,0,TRUE,"E_M_michael_caine.jpg P_M_george_Wbush.jpg"
1045,"E_F_angelina_jolie.jpg","P_M_bill_clinton.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","M","6","559e16a2fdf99b4f0b984e34","11/29/2021, 17:32:33",0.482811178349782,"30","Female","right",1,0,0,0,TRUE,"E_F_angelina_jolie.jpg P_M_bill_clinton.jpg"
1126,"E_F_sandra_bullock.jpg","P_M_bill_clinton.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","M","6","559e16a2fdf99b4f0b984e34","11/29/2021, 17:32:33",0.482811178349782,"30","Female","right",0,0,0,0,TRUE,"E_F_sandra_bullock.jpg P_M_bill_clinton.jpg"
1374,"E_F_jennifer_aniston.jpg","E_F_Judi_Dench.jpg","TRUE","pictures/stimuli/E","pictures/stimuli/E","F","F","6","559e16a2fdf99b4f0b984e34","11/29/2021, 17:32:33",0.482811178349782,"30","Female","right",1,0,0,0,TRUE,"E_F_jennifer_aniston.jpg E_F_Judi_Dench.jpg"
1678,"E_M_robert_de_niro.jpg","P_M_george_Wbush.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","M","6","559e16a2fdf99b4f0b984e34","11/29/2021, 17:32:33",0.482811178349782,"30","Female","right",0,1,0,0,TRUE,"E_M_robert_de_niro.jpg P_M_george_Wbush.jpg"
1438,"P_F_tehresy_may.jpg","P_M_bill_clinton.jpg","TRUE","pictures/stimuli/P","pictures/stimuli/P","F","M","6","559e16a2fdf99b4f0b984e34","11/29/2021, 17:32:33",0.482811178349782,"30","Female","right",1,0,0,0,TRUE,"P_F_tehresy_may.jpg P_M_bill_clinton.jpg"
3510,"E_F_keira_knightley.jpg","P_F_angela_rayner.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","F","5","559e16a2fdf99b4f0b984e34","11/29/2021, 17:32:33",-0.168282734362579,"30","Female","right",0,0,0,0,TRUE,"E_F_keira_knightley.jpg P_F_angela_rayner.jpg"
2661,"E_F_Kate_Winslet.jpg","P_F_hillary_clinton.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","F","6","559e16a2fdf99b4f0b984e34","11/29/2021, 17:32:33",0.482811178349782,"30","Female","right",0,0,0,0,TRUE,"E_F_Kate_Winslet.jpg P_F_hillary_clinton.jpg"
1598,"E_F_keira_knightley.jpg","E_M_liam_neeson.jpg","TRUE","pictures/stimuli/E","pictures/stimuli/E","F","M","6","559e16a2fdf99b4f0b984e34","11/29/2021, 17:32:33",0.482811178349782,"30","Female","right",0,0,0,0,TRUE,"E_F_keira_knightley.jpg E_M_liam_neeson.jpg"
1389,"P_M_donald_trump.jpg","P_M_george_Wbush.jpg","TRUE","pictures/stimuli/P","pictures/stimuli/P","M","M","6","559e16a2fdf99b4f0b984e34","11/29/2021, 17:32:33",0.482811178349782,"30","Female","right",1,1,0,0,TRUE,"P_M_donald_trump.jpg P_M_george_Wbush.jpg"
6549,"E_F_keira_knightley.jpg","E_F_sandra_bullock.jpg","TRUE","pictures/stimuli/E","pictures/stimuli/E","F","F","1","559e16a2fdf99b4f0b984e34","11/29/2021, 17:32:33",-2.77265838521202,"30","Female","right",0,0,0,0,TRUE,"E_F_keira_knightley.jpg E_F_sandra_bullock.jpg"
2194,"E_M_anthony_hopkins.jpg","P_F_angela_rayner.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","F","6","559e16a2fdf99b4f0b984e34","11/29/2021, 17:32:33",0.482811178349782,"30","Female","right",0,0,0,0,TRUE,"E_M_anthony_hopkins.jpg P_F_angela_rayner.jpg"
2134,"E_M_tom_hankes.jpg","P_F_tehresy_may.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","F","6","559e16a2fdf99b4f0b984e34","11/29/2021, 17:32:33",0.482811178349782,"30","Female","right",0,1,0,0,TRUE,"E_M_tom_hankes.jpg P_F_tehresy_may.jpg"
4046,"E_F_jennifer_aniston.jpg","P_F_hillary_clinton.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","F","3","559e16a2fdf99b4f0b984e34","11/29/2021, 17:32:33",-1.4704705597873,"30","Female","right",1,0,0,0,TRUE,"E_F_jennifer_aniston.jpg P_F_hillary_clinton.jpg"
1998,"P_F_esther_mcvey.jpg","P_M_Tony_Blair.jpg","TRUE","pictures/stimuli/P","pictures/stimuli/P","F","M","6","559e16a2fdf99b4f0b984e34","11/29/2021, 17:32:33",0.482811178349782,"30","Female","right",0,1,0,0,TRUE,"P_F_esther_mcvey.jpg P_M_Tony_Blair.jpg"
1206,"E_M_Martin_Freeman.jpg","P_F_tehresy_may.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","F","6","559e16a2fdf99b4f0b984e34","11/29/2021, 17:32:33",0.482811178349782,"30","Female","right",0,1,0,0,TRUE,"E_M_Martin_Freeman.jpg P_F_tehresy_may.jpg"
5092,"E_M_michael_caine.jpg","P_M_boris_johnson.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","M","1","559e16a2fdf99b4f0b984e34","11/29/2021, 17:32:33",-2.77265838521202,"30","Female","right",0,1,0,0,TRUE,"E_M_michael_caine.jpg P_M_boris_johnson.jpg"
3139,"P_F_esther_mcvey.jpg","P_M_boris_johnson.jpg","TRUE","pictures/stimuli/P","pictures/stimuli/P","F","M","6","559e16a2fdf99b4f0b984e34","11/29/2021, 17:32:33",0.482811178349782,"30","Female","right",0,1,0,0,TRUE,"P_F_esther_mcvey.jpg P_M_boris_johnson.jpg"
1598,"E_F_Kate_Winslet.jpg","P_F_tehresy_may.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","F","6","559e16a2fdf99b4f0b984e34","11/29/2021, 17:32:33",0.482811178349782,"30","Female","right",0,1,0,0,TRUE,"E_F_Kate_Winslet.jpg P_F_tehresy_may.jpg"
1743,"E_M_anthony_hopkins.jpg","E_M_Hugh_Grant.jpg","TRUE","pictures/stimuli/E","pictures/stimuli/E","M","M","6","559e16a2fdf99b4f0b984e34","11/29/2021, 17:32:33",0.482811178349782,"30","Female","right",0,0,0,0,TRUE,"E_M_anthony_hopkins.jpg E_M_Hugh_Grant.jpg"
3110,"E_F_Judi_Dench.jpg","P_M_donald_trump.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","M","6","559e16a2fdf99b4f0b984e34","11/29/2021, 17:32:33",0.482811178349782,"30","Female","right",0,1,0,0,TRUE,"E_F_Judi_Dench.jpg P_M_donald_trump.jpg"
1599,"P_F_angela_rayner.jpg","P_F_nicola_sturgeon.jpg","TRUE","pictures/stimuli/P","pictures/stimuli/P","F","F","6","559e16a2fdf99b4f0b984e34","11/29/2021, 17:32:33",0.482811178349782,"30","Female","right",0,0,0,0,TRUE,"P_F_angela_rayner.jpg P_F_nicola_sturgeon.jpg"
1302,"P_F_hillary_clinton.jpg","P_M_bill_clinton.jpg","TRUE","pictures/stimuli/P","pictures/stimuli/P","F","M","6","559e16a2fdf99b4f0b984e34","11/29/2021, 17:32:33",0.482811178349782,"30","Female","right",0,0,0,0,TRUE,"P_F_hillary_clinton.jpg P_M_bill_clinton.jpg"
1142,"E_F_Kate_Winslet.jpg","E_M_anthony_hopkins.jpg","TRUE","pictures/stimuli/E","pictures/stimuli/E","F","M","6","559e16a2fdf99b4f0b984e34","11/29/2021, 17:32:33",0.482811178349782,"30","Female","right",0,0,0,0,TRUE,"E_F_Kate_Winslet.jpg E_M_anthony_hopkins.jpg"
1143,"E_F_Judi_Dench.jpg","E_M_nicolas_cage.jpg","TRUE","pictures/stimuli/E","pictures/stimuli/E","F","M","6","559e16a2fdf99b4f0b984e34","11/29/2021, 17:32:33",0.482811178349782,"30","Female","right",0,1,0,0,TRUE,"E_F_Judi_Dench.jpg E_M_nicolas_cage.jpg"
1464,"E_M_anthony_hopkins.jpg","P_M_george_Wbush.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","M","6","559e16a2fdf99b4f0b984e34","11/29/2021, 17:32:33",0.482811178349782,"30","Female","right",0,1,0,0,TRUE,"E_M_anthony_hopkins.jpg P_M_george_Wbush.jpg"
1686,"E_F_keira_knightley.jpg","P_M_david_cameron.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","M","6","559e16a2fdf99b4f0b984e34","11/29/2021, 17:32:33",0.482811178349782,"30","Female","right",0,1,0,0,TRUE,"E_F_keira_knightley.jpg P_M_david_cameron.jpg"
3526,"E_M_anthony_hopkins.jpg","E_M_nicolas_cage.jpg","TRUE","pictures/stimuli/E","pictures/stimuli/E","M","M","6","559e16a2fdf99b4f0b984e34","11/29/2021, 17:32:33",0.482811178349782,"30","Female","right",0,1,0,0,TRUE,"E_M_anthony_hopkins.jpg E_M_nicolas_cage.jpg"
2667,"E_M_liam_neeson.jpg","P_F_PRITI_PATEL.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","F","6","559e16a2fdf99b4f0b984e34","11/29/2021, 17:32:33",0.482811178349782,"30","Female","right",0,0,0,0,TRUE,"E_M_liam_neeson.jpg P_F_PRITI_PATEL.jpg"
4041,"E_M_Martin_Freeman.jpg","P_F_hillary_clinton.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","F","4","559e16a2fdf99b4f0b984e34","11/29/2021, 17:32:33",-0.81937664707494,"30","Female","right",0,0,0,0,TRUE,"E_M_Martin_Freeman.jpg P_F_hillary_clinton.jpg"
3937,"E_M_anthony_hopkins.jpg","P_M_boris_johnson.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","M","6","559e16a2fdf99b4f0b984e34","11/29/2021, 17:32:33",0.482811178349782,"30","Female","right",0,1,0,0,TRUE,"E_M_anthony_hopkins.jpg P_M_boris_johnson.jpg"
2281,"E_M_michael_caine.jpg","P_M_donald_trump.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","M","6","559e16a2fdf99b4f0b984e34","11/29/2021, 17:32:33",0.482811178349782,"30","Female","right",0,1,0,0,TRUE,"E_M_michael_caine.jpg P_M_donald_trump.jpg"
